post_created,post_text,user_id,mh_category,mh_confidence,mh_matched_keywords,subject_category,subject_confidence,subject_details,sentiment,date,year,month,day,hour,weekday,cleaned_text,tokens,processed_text,sentiment_category,sentiment_label,sentiment_score
2021-07-06 07:14:14+00:00,"#ppkm
#PakpresidenKapanMundur",PutraAskara2,schizophrenia,medium,,REMAJA,MEDIUM,Indicators: pr,1,2021-07-06,2021,7,6,7,1,ppkm pakpresidenkapanmundur,"['ppkm', 'pakpresidenkapanmundur']",ppkm pakpresidenkapanmundur,Positif,positive,1.0
2021-06-21 15:21:32+00:00,"Polda Metro Jaya Batasi Mobilitas Pengguna Jalan di 10 Lokasi
#PPKM #jakarta #mobilitas #pembatasanmobilitas https://t.co/coKow2tW2p",Resjakbar,therapy,medium,,DEWASA,MEDIUM,Indicators: atasan,1,2021-06-21,2021,6,21,15,0,polda metro jaya batasi mobilitas pengguna jalan di lokasi ppkm jakarta mobilitas pembatasanmobilitas,"['polda', 'metro', 'jaya', 'batasi', 'mobilitas', 'pengguna', 'jalan', 'lokasi', 'ppkm', 'jakarta', 'mobilitas', 'pembatasanmobilitas']",polda metro jaya batasi mobilitas pengguna jalan lokasi ppkm jakarta mobilitas pembatasanmobilitas,Positif,positive,1.0
2021-08-31 00:53:22+00:00,"Pemerintah Lanjutkan Keberhasilan PPKM Hingga 6 September 2021
#ArusBaik
#PPKM
https://t.co/GZ6KweK60N https://t.co/uxHWDMPIRw",arusbaik_id,therapy,medium,,DEWASA,MEDIUM,Indicators: pemerintah,1,2021-08-31,2021,8,31,0,1,pemerintah lanjutkan keberhasilan ppkm hingga september arusbaik ppkm,"['pemerintah', 'lanjutkan', 'keberhasilan', 'ppkm', 'hingga', 'september', 'arusbaik', 'ppkm']",pemerintah lanjutkan keberhasilan ppkm hingga september arusbaik ppkm,Positif,positive,1.0
2021-08-17 11:06:17+00:00,"Indo mah sukanya yg panjang panjang.
#ppkm",Id89Iyung,bipolar,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",0,2021-08-17,2021,8,17,11,1,indo mah sukanya yg panjang panjang ppkm,"['indo', 'mah', 'sukanya', 'panjang', 'panjang', 'ppkm']",indo mah sukanya panjang panjang ppkm,Netral,neutral,1.0
2021-09-14 07:28:14+00:00,"PPKM Level 2 di wilayah Jateng 

https://t.co/ognRw7H8Tk

#PPKMRedakanPandemi
#PPKM 
#PpkmDiperpanjang 
#ppkmuntuklawancovid 
#ppkmtekancovid19 
#ppkmtuntaskanpandemi 
#golalicom",golaliid,suicide,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-09-14,2021,9,14,7,1,ppkm level di wilayah jateng ppkmredakanpandemi ppkm ppkmdiperpanjang ppkmuntuklawancovid ppkmtekancovid ppkmtuntaskanpandemi golalicom,"['ppkm', 'level', 'wilayah', 'jateng', 'ppkmredakanpandemi', 'ppkm', 'ppkmdiperpanjang', 'ppkmuntuklawancovid', 'ppkmtekancovid', 'ppkmtuntaskanpandemi', 'golalicom']",ppkm level wilayah jateng ppkmredakanpandemi ppkm ppkmdiperpanjang ppkmuntuklawancovid ppkmtekancovid ppkmtuntaskanpandemi golalicom,Positif,positive,1.0
2021-09-13 11:14:52+00:00,#berita #BeritaTerkini #BeritaJogja #BeritaJakarta #news #newsupdate #Viral #viraltiktok #viraltwitter #CovidMeredaKarenaPPKM #COVID19 #Covid_19 #COVID #Vaksin #vaksindulu #PPKM #ppkmtekancovid19 #ppkmuntuklawancovid #vaksinasinasional https://t.co/ghMNYEHIL6,tribunpontianak,suicide,medium,,DEWASA,MEDIUM,Indicators: vaksinasi,1,2021-09-13,2021,9,13,11,0,berita beritaterkini beritajogja beritajakarta news newsupdate viral viraltiktok viraltwitter covidmeredakarenappkm covid covid covid vaksin vaksindulu ppkm ppkmtekancovid ppkmuntuklawancovid vaksinasinasional,"['berita', 'beritaterkini', 'beritajogja', 'beritajakarta', 'news', 'newsupdate', 'viral', 'viraltiktok', 'viraltwitter', 'covidmeredakarenappkm', 'covid', 'covid', 'covid', 'vaksin', 'vaksindulu', 'ppkm', 'ppkmtekancovid', 'ppkmuntuklawancovid', 'vaksinasinasional']",berita beritaterkini beritajogja beritajakarta news newsupdate viral viraltiktok viraltwitter covidmeredakarenappkm covid covid covid vaksin vaksindulu ppkm ppkmtekancovid ppkmuntuklawancovid vaksinasinasional,Positif,positive,1.0
2021-08-10 00:19:57+00:00,"PENGUMUMAN
PPKM di perpanjang sampe 
aku lan kowe menjadi kita 
hidup bahagia di pertamini:)
#PPKM",antisambattt,depression,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-08-10,2021,8,10,0,1,pengumuman ppkm di perpanjang sampe aku lan kowe menjadi kita hidup bahagia di pertamini ppkm,"['pengumuman', 'ppkm', 'perpanjang', 'sampe', 'aku', 'lan', 'kowe', 'menjadi', 'kita', 'hidup', 'bahagia', 'pertamini', 'ppkm']",pengumuman ppkm perpanjang sampe aku lan kowe menjadi kita hidup bahagia pertamini ppkm,Positif,positive,1.0
2021-07-28 11:23:40+00:00,"Pakar penerbangan mengkritisi syarat penerbangan di masa pandemi, termasuk Susi Pudjiastuti. #corona #PPKM  https://t.co/qn9SC5xTiu",detikcom,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-28,2021,7,28,11,2,pakar penerbangan mengkritisi syarat penerbangan di masa pandemi termasuk susi pudjiastuti corona ppkm,"['pakar', 'penerbangan', 'mengkritisi', 'syarat', 'penerbangan', 'masa', 'pandemi', 'termasuk', 'susi', 'pudjiastuti', 'corona', 'ppkm']",pakar penerbangan mengkritisi syarat penerbangan masa pandemi termasuk susi pudjiastuti corona ppkm,Positif,positive,1.0
2021-08-02 18:06:21+00:00,"Bilang aja dicicil. 
#PPKM",xxxindrgn,suicide,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",2,2021-08-02,2021,8,2,18,0,bilang aja dicicil ppkm,"['bilang', 'aja', 'dicicil', 'ppkm']",bilang aja dicicil ppkm,Negatif,negative,1.0
2021-07-31 15:27:28+00:00,@OposisiCerdas Efek samping dr #PPKM(Proses Penerapan Kekarantinaan Manipulatif),BabeMilitan,therapy,medium,,REMAJA,MEDIUM,Indicators: pr,1,2021-07-31,2021,7,31,15,5,efek samping dr ppkmproses penerapan kekarantinaan manipulatif,"['efek', 'samping', 'ppkmproses', 'penerapan', 'kekarantinaan', 'manipulatif']",efek samping ppkmproses penerapan kekarantinaan manipulatif,Positif,positive,1.0
2021-07-04 15:29:18+00:00,"Pekdhe Petruk Kejam &amp; Maruk

Ah, #PPKM",Peyek_T3RI,schizophrenia,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",2,2021-07-04,2021,7,4,15,6,pekdhe petruk kejam amp maruk ah ppkm,"['pekdhe', 'petruk', 'kejam', 'amp', 'maruk', 'ppkm']",pekdhe petruk kejam amp maruk ppkm,Negatif,negative,1.0
2021-07-02 02:50:30+00:00,"gatau rumitt pen kerja di krusty krab
#PPKM https://t.co/zK9qO74BUL",opekpek90,schizophrenia,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-02,2021,7,2,2,4,gatau rumitt pen kerja di krusty krab ppkm,"['gatau', 'rumitt', 'pen', 'kerja', 'krusty', 'krab', 'ppkm']",gatau rumitt pen kerja krusty krab ppkm,Positif,positive,1.0
2022-01-11 15:48:42+00:00,Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 2 dan 1 di #PikoData https://t.co/69LtJTtXb9,pikobar_jabar,suicide,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2022-01-11,2022,1,11,15,1,ketahui informasi pembagian ppkm di wilayah jabar berdasarkan level dan di pikodata,"['ketahui', 'informasi', 'pembagian', 'ppkm', 'wilayah', 'jabar', 'berdasarkan', 'level', 'dan', 'pikodata']",ketahui informasi pembagian ppkm wilayah jabar berdasarkan level dan pikodata,Positif,positive,1.0
2021-09-06 17:48:12+00:00,Ppkm diperpanjang sampai ….. yuk lanjut… #diperpanjang #PpkmDiperpanjang #ppkm,TendyP,ptsd,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-09-06,2021,9,6,17,0,ppkm diperpanjang sampai yuk lanjut diperpanjang ppkmdiperpanjang ppkm,"['ppkm', 'diperpanjang', 'sampai', 'yuk', 'lanjut', 'diperpanjang', 'ppkmdiperpanjang', 'ppkm']",ppkm diperpanjang sampai yuk lanjut diperpanjang ppkmdiperpanjang ppkm,Positif,positive,1.0
2021-08-10 14:01:59+00:00,"@baznasindonesia @BAZNASJatim @BaznasJombang 
#jombang #sedekah #ZakatHebatWakafKeren #PPKM #PPKMEfektifTekanLajuKovid https://t.co/mko9X01GDv",diensahmad,depression,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-08-10,2021,8,10,14,1,jombang sedekah zakathebatwakafkeren ppkm ppkmefektiftekanlajukovid,"['jombang', 'sedekah', 'zakathebatwakafkeren', 'ppkm', 'ppkmefektiftekanlajukovid']",jombang sedekah zakathebatwakafkeren ppkm ppkmefektiftekanlajukovid,Positif,positive,1.0
2021-01-12 22:55:14+00:00,"Dukung Kebijakan PPKM guna Memutus Penularan Covid-19

#BersatuLawanCovid19 #PPKM https://t.co/SnsGSSxxMH",Siskaarrr,suicide,medium,,DEWASA,MEDIUM,Indicators: kebijakan,1,2021-01-12,2021,1,12,22,1,dukung kebijakan ppkm guna memutus penularan covid bersatulawancovid ppkm,"['dukung', 'kebijakan', 'ppkm', 'guna', 'memutus', 'penularan', 'covid', 'bersatulawancovid', 'ppkm']",dukung kebijakan ppkm guna memutus penularan covid bersatulawancovid ppkm,Positif,positive,1.0
2021-04-18 07:00:59+00:00,oop remembered an old noekarsha thing i had about akarsha and glasses (and weird fluffy feelings???) #butterflysoup #ppkm https://t.co/Ti5DnU2bAU,Auqroix,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-04-18,2021,4,18,7,6,oop remembered an old noekarsha thing i had about akarsha and glasses and weird fluffy feelings butterflysoup ppkm,"['oop', 'remembered', 'old', 'noekarsha', 'thing', 'akarsha', 'glasses', 'weird', 'fluffy', 'feelings', 'butterflysoup', 'ppkm']",oop remembered old noekarsha thing akarsha glasses weird fluffy feelings butterflysoup ppkm,Positif,positive,1.0
2021-07-07 04:08:34+00:00,"PPKM really limits my activity. Stay safe and healthy everyone ! 

#ppkm",RaymondDiaz85,social_support,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-07,2021,7,7,4,2,ppkm really limits my activity stay safe and healthy everyone ppkm,"['ppkm', 'really', 'limits', 'activity', 'stay', 'safe', 'healthy', 'everyone', 'ppkm']",ppkm really limits activity stay safe healthy everyone ppkm,Positif,positive,1.0
2021-09-15 10:22:13+00:00,"PENYEKATAN JALUR 3 PILAR KOTA PASURUAN
Penyekatan Jalur di wilkum Polres Pasuruan Kota bertujuan utk mencegah penyebaran Covid-19 &amp; mengurangi mobilitas masyarakat.
#polripresisi #presisi #jawatimurbangkit #jogopaskot #lawancovid19 #protokolkesehatan #ppkm https://t.co/xTcmZvLxTc",KangMuslihat8,therapy,medium,,DEWASA,MEDIUM,"Indicators: toko,masyarakat",1,2021-09-15,2021,9,15,10,2,penyekatan jalur pilar kota pasuruan penyekatan jalur di wilkum polres pasuruan kota bertujuan utk mencegah penyebaran covid amp mengurangi mobilitas masyarakat polripresisi presisi jawatimurbangkit jogopaskot lawancovid protokolkesehatan ppkm,"['penyekatan', 'jalur', 'pilar', 'kota', 'pasuruan', 'penyekatan', 'jalur', 'wilkum', 'polres', 'pasuruan', 'kota', 'bertujuan', 'utk', 'mencegah', 'penyebaran', 'covid', 'amp', 'mengurangi', 'mobilitas', 'masyarakat', 'polripresisi', 'presisi', 'jawatimurbangkit', 'jogopaskot', 'lawancovid', 'protokolkesehatan', 'ppkm']",penyekatan jalur pilar kota pasuruan penyekatan jalur wilkum polres pasuruan kota bertujuan utk mencegah penyebaran covid amp mengurangi mobilitas masyarakat polripresisi presisi jawatimurbangkit jogopaskot lawancovid protokolkesehatan ppkm,Positif,positive,1.0
2021-08-02 13:18:17+00:00,"PPKM berlanjut sampai tanggal 9 Agustus 2021, Cerita cintamu melu lanjut pisan opo enggak rek ??? 

#seputarpasuruan #ppkm",seputar_pas,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",2,2021-08-02,2021,8,2,13,0,ppkm berlanjut sampai tanggal agustus cerita cintamu melu lanjut pisan opo enggak rek seputarpasuruan ppkm,"['ppkm', 'berlanjut', 'sampai', 'tanggal', 'agustus', 'cerita', 'cintamu', 'melu', 'lanjut', 'pisan', 'opo', 'enggak', 'rek', 'seputarpasuruan', 'ppkm']",ppkm berlanjut sampai tanggal agustus cerita cintamu melu lanjut pisan opo enggak rek seputarpasuruan ppkm,Negatif,negative,1.0
2021-07-17 14:48:16+00:00,"Semoga kita semua diberi kesehatan selalu, Amin allahuma amin 😇
#dirumahaja #PPKM #PPKMBALI #StaySafe #KEEPHEALTHY #Janganlupaprokes #happysatnite https://t.co/nNqGUlCJKp",Ote18Nike,depression,medium,,INDIVIDU_CAMPURAN,LOW,"T:1, A:1",0,2021-07-17,2021,7,17,14,5,semoga kita semua diberi kesehatan selalu amin allahuma amin dirumahaja ppkm ppkmbali staysafe keephealthy janganlupaprokes happysatnite,"['semoga', 'kita', 'semua', 'diberi', 'kesehatan', 'selalu', 'amin', 'allahuma', 'amin', 'dirumahaja', 'ppkm', 'ppkmbali', 'staysafe', 'keephealthy', 'janganlupaprokes', 'happysatnite']",semoga kita semua diberi kesehatan selalu amin allahuma amin dirumahaja ppkm ppkmbali staysafe keephealthy janganlupaprokes happysatnite,Netral,neutral,1.0
2021-07-01 11:08:34+00:00,"在留邦人のいまの様子

#PSBB #PPKM https://t.co/u5Mlo90RYN",sss33272990,schizophrenia,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-07-01,2021,7,1,11,3,psbb ppkm,"['psbb', 'ppkm']",psbb ppkm,Positif,positive,1.0
2021-02-16 05:45:17+00:00,"=================
Kunjungi linimasa kami:
Line            : @taz3417q
Instagram : lpmkavling10
Twitter       : lpmkavling10
YouTube    : Kavling10 Media
Website     : https://t.co/zDmkoY4JTL
=================
#PSBB
#PPKM
#PPKMMikro
#Persma
#Kavling10
#UniversitasBrawijaya",lpmkavling10,depression,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-02-16,2021,2,16,5,1,kunjungi linimasa kami line instagram lpmkavling twitter lpmkavling youtube kavling media website psbb ppkm ppkmmikro persma kavling universitasbrawijaya,"['kunjungi', 'linimasa', 'kami', 'line', 'instagram', 'lpmkavling', 'twitter', 'lpmkavling', 'youtube', 'kavling', 'media', 'website', 'psbb', 'ppkm', 'ppkmmikro', 'persma', 'kavling', 'universitasbrawijaya']",kunjungi linimasa kami line instagram lpmkavling twitter lpmkavling youtube kavling media website psbb ppkm ppkmmikro persma kavling universitasbrawijaya,Positif,positive,1.0
2020-10-25 04:02:45+00:00,"#PPKM
#HimakiFmipaUnila
#Himaki2020
#TerampildalamBerkaryaBersinergidenganDedikasi
#HimakiJaya",HimakiUnila,schizophrenia,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",0,2020-10-25,2020,10,25,4,6,ppkm himakifmipaunila himaki terampildalamberkaryabersinergidengandedikasi himakijaya,"['ppkm', 'himakifmipaunila', 'himaki', 'terampildalamberkaryabersinergidengandedikasi', 'himakijaya']",ppkm himakifmipaunila himaki terampildalamberkaryabersinergidengandedikasi himakijaya,Netral,neutral,1.0
2021-01-12 02:12:35+00:00,"Penerapan Pemberlakukan Pembatasan Kegiatan Masyarakat (PPKM) guna Mencegah Penularan Covid-19
#PPKM #covid19 https://t.co/XIcya11ZUd",Bangsaindo_,schizophrenia,medium,,DEWASA,MEDIUM,"Indicators: atasan,masyarakat",1,2021-01-12,2021,1,12,2,1,penerapan pemberlakukan pembatasan kegiatan masyarakat ppkm guna mencegah penularan covid ppkm covid,"['penerapan', 'pemberlakukan', 'pembatasan', 'kegiatan', 'masyarakat', 'ppkm', 'guna', 'mencegah', 'penularan', 'covid', 'ppkm', 'covid']",penerapan pemberlakukan pembatasan kegiatan masyarakat ppkm guna mencegah penularan covid ppkm covid,Positif,positive,1.0
2021-07-26 05:57:40+00:00,"PPKM Level Diperpanjang, Pedagang Pasar Minta Pemerintah Percepat Bantuan dan Vaksinasi
#beritaIKAPPI #ppkm #vaksinasi #pedagangpasar

https://t.co/qCP41a3XfZ",DPP_IKAPPI,therapy,medium,,DEWASA,HIGH,"Indicators: dagang,pasar,pemerintah",1,2021-07-26,2021,7,26,5,0,ppkm level diperpanjang pedagang pasar minta pemerintah percepat bantuan dan vaksinasi beritaikappi ppkm vaksinasi pedagangpasar,"['ppkm', 'level', 'diperpanjang', 'pedagang', 'pasar', 'minta', 'pemerintah', 'percepat', 'bantuan', 'dan', 'vaksinasi', 'beritaikappi', 'ppkm', 'vaksinasi', 'pedagangpasar']",ppkm level diperpanjang pedagang pasar minta pemerintah percepat bantuan dan vaksinasi beritaikappi ppkm vaksinasi pedagangpasar,Positif,positive,1.0
2021-07-05 03:18:43+00:00,Mohon maaf untuk sementara kantor kami hanya melayani daring 🙏 #ppkm#perekonomian #kerjasama https://t.co/vjV1XbmELy,anyeskinaryasih,schizophrenia,medium,,DEWASA,MEDIUM,"Indicators: kantor,ekonomi",1,2021-07-05,2021,7,5,3,0,mohon maaf untuk sementara kantor kami hanya melayani daring ppkmperekonomian kerjasama,"['mohon', 'maaf', 'untuk', 'sementara', 'kantor', 'kami', 'hanya', 'melayani', 'daring', 'ppkmperekonomian', 'kerjasama']",mohon maaf untuk sementara kantor kami hanya melayani daring ppkmperekonomian kerjasama,Positif,positive,1.0
2021-09-19 13:18:59+00:00,#berita #BeritaTerkini #BeritaJogja #BeritaJakarta #news #newsupdate #Viral #viraltiktok #viraltwitter #CovidMeredaKarenaPPKM #COVID19 #Covid_19 #COVID #Vaksin #vaksindulu #PPKM #ppkmtekancovid19 #ppkmuntuklawancovid #vaksinasinasional https://t.co/eFVgbvYb1D,tribunpontianak,suicide,medium,,DEWASA,MEDIUM,Indicators: vaksinasi,1,2021-09-19,2021,9,19,13,6,berita beritaterkini beritajogja beritajakarta news newsupdate viral viraltiktok viraltwitter covidmeredakarenappkm covid covid covid vaksin vaksindulu ppkm ppkmtekancovid ppkmuntuklawancovid vaksinasinasional,"['berita', 'beritaterkini', 'beritajogja', 'beritajakarta', 'news', 'newsupdate', 'viral', 'viraltiktok', 'viraltwitter', 'covidmeredakarenappkm', 'covid', 'covid', 'covid', 'vaksin', 'vaksindulu', 'ppkm', 'ppkmtekancovid', 'ppkmuntuklawancovid', 'vaksinasinasional']",berita beritaterkini beritajogja beritajakarta news newsupdate viral viraltiktok viraltwitter covidmeredakarenappkm covid covid covid vaksin vaksindulu ppkm ppkmtekancovid ppkmuntuklawancovid vaksinasinasional,Positif,positive,1.0
2021-07-21 07:08:37+00:00,"Yuk kita tekan angka penyebaran covid-19 dengan tetap mematuhi protokol kesehatan dan tetap di rumah aja jika tidak ada kepentingan diluar🤗

#StaySafe!
#KumhamPasti
#DitjenImigrasi
#PPKMdiperpanjang 
#Covid19
#PPKM
#PPKMdiperpanjang https://t.co/fmflC6qlBn",rudenimptk,depression,high,hampa,INDIVIDU_CAMPURAN,LOW,"T:1, A:1",1,2021-07-21,2021,7,21,7,2,yuk kita tekan angka penyebaran covid dengan tetap mematuhi protokol kesehatan dan tetap di rumah aja jika tidak ada kepentingan diluar staysafe kumhampasti ditjenimigrasi ppkmdiperpanjang covid ppkm ppkmdiperpanjang,"['yuk', 'kita', 'tekan', 'angka', 'penyebaran', 'covid', 'dengan', 'tetap', 'mematuhi', 'protokol', 'kesehatan', 'dan', 'tetap', 'rumah', 'aja', 'jika', 'tidak', 'ada', 'kepentingan', 'diluar', 'staysafe', 'kumhampasti', 'ditjenimigrasi', 'ppkmdiperpanjang', 'covid', 'ppkm', 'ppkmdiperpanjang']",yuk kita tekan angka penyebaran covid dengan tetap mematuhi protokol kesehatan dan tetap rumah aja jika tidak ada kepentingan diluar staysafe kumhampasti ditjenimigrasi ppkmdiperpanjang covid ppkm ppkmdiperpanjang,Positif,positive,1.0
2021-10-18 12:34:34+00:00,"ADA 6 STRATEGI INDONESIA
#Viral #viralTiktok #viraltwitter #NewsUpdate #NewsUpdates #news #BeritaTerkini #Berita #beritaviral #beritanasional #Vaksinasi #beritaharian #pedulilindungi #vaksin #COVID19 #Covid_19 #COVID #COVID__19 #COVIDー19 #PPKM https://t.co/X4jLAzDo2w",tribunpontianak,suicide,medium,,DEWASA,MEDIUM,Indicators: vaksinasi,1,2021-10-18,2021,10,18,12,0,ada strategi indonesia viral viraltiktok viraltwitter newsupdate newsupdates news beritaterkini berita beritaviral beritanasional vaksinasi beritaharian pedulilindungi vaksin covid covid covid covid covid ppkm,"['ada', 'strategi', 'indonesia', 'viral', 'viraltiktok', 'viraltwitter', 'newsupdate', 'newsupdates', 'news', 'beritaterkini', 'berita', 'beritaviral', 'beritanasional', 'vaksinasi', 'beritaharian', 'pedulilindungi', 'vaksin', 'covid', 'covid', 'covid', 'covid', 'covid', 'ppkm']",ada strategi indonesia viral viraltiktok viraltwitter newsupdate newsupdates news beritaterkini berita beritaviral beritanasional vaksinasi beritaharian pedulilindungi vaksin covid covid covid covid covid ppkm,Positif,positive,1.0
2021-07-20 03:27:37+00:00,Sudah lelah.. #PPKM #PPKMSengsarakanRakyat #PPKMDarurat #PpkmDiperpanjang #PPKMDaruratdiperpanjang,yplilik,ptsd,medium,,DEWASA,MEDIUM,Indicators: rakyat,2,2021-07-20,2021,7,20,3,1,sudah lelah ppkm ppkmsengsarakanrakyat ppkmdarurat ppkmdiperpanjang ppkmdaruratdiperpanjang,"['sudah', 'lelah', 'ppkm', 'ppkmsengsarakanrakyat', 'ppkmdarurat', 'ppkmdiperpanjang', 'ppkmdaruratdiperpanjang']",sudah lelah ppkm ppkmsengsarakanrakyat ppkmdarurat ppkmdiperpanjang ppkmdaruratdiperpanjang,Negatif,negative,1.0
2021-10-12 01:46:57+00:00,"#ImpressionNews #PPKM

https://t.co/EChLgtUQtD",katagw_id,schizophrenia,medium,,REMAJA,MEDIUM,Indicators: pr,1,2021-10-12,2021,10,12,1,1,impressionnews ppkm,"['impressionnews', 'ppkm']",impressionnews ppkm,Positif,positive,1.0
2021-08-20 05:00:40+00:00,"Maju kena Mundur kena
#PPKM 

https://t.co/SrRzZtYBaL",MariaGSoemitro,schizophrenia,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-08-20,2021,8,20,5,4,maju kena mundur kena ppkm,"['maju', 'kena', 'mundur', 'kena', 'ppkm']",maju kena mundur kena ppkm,Positif,positive,1.0
2021-07-27 07:55:19+00:00,"@aewin86 Pasti Pada Kepengen Menang 😂

#GA
#PPKM",andriekaryadi,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",0,2021-07-27,2021,7,27,7,1,pasti pada kepengen menang ga ppkm,"['pasti', 'pada', 'kepengen', 'menang', 'ppkm']",pasti pada kepengen menang ppkm,Netral,neutral,1.0
2021-06-23 16:42:05+00:00,"Panglima TNI menekankan pentingnya tetap menegakkan disiplin protokol kesehatan, termasuk melaksanakan 3 T (Testing, Tracing, Treatment). #PPKM https://t.co/LIKe6vL2P5",jpnncom,therapy,medium,treatment,INDIVIDU_CAMPURAN,LOW,"T:1, A:1",1,2021-06-23,2021,6,23,16,2,panglima tni menekankan pentingnya tetap menegakkan disiplin protokol kesehatan termasuk melaksanakan t testing tracing treatment ppkm,"['panglima', 'tni', 'menekankan', 'pentingnya', 'tetap', 'menegakkan', 'disiplin', 'protokol', 'kesehatan', 'termasuk', 'melaksanakan', 'testing', 'tracing', 'treatment', 'ppkm']",panglima tni menekankan pentingnya tetap menegakkan disiplin protokol kesehatan termasuk melaksanakan testing tracing treatment ppkm,Positif,positive,1.0
2021-07-08 12:16:09+00:00,#smartcomputerindo #b2g #ecatalogue #makingindonesia40 #smartpeople #chromebook #laptopbaru #teknologibaru #teknologiterkini #wprkfromhome #wfh #ppkm #fiturbaru #google #GoogleChrome #playbook #netbook #laptop #laptopbaru #laptoplifestyle #lifestyle #schoollife #college,Smartcomindo,suicide,medium,,REMAJA,MEDIUM,Indicators: pr,1,2021-07-08,2021,7,8,12,3,smartcomputerindo bg ecatalogue makingindonesia smartpeople chromebook laptopbaru teknologibaru teknologiterkini wprkfromhome wfh ppkm fiturbaru google googlechrome playbook netbook laptop laptopbaru laptoplifestyle lifestyle schoollife college,"['smartcomputerindo', 'ecatalogue', 'makingindonesia', 'smartpeople', 'chromebook', 'laptopbaru', 'teknologibaru', 'teknologiterkini', 'wprkfromhome', 'wfh', 'ppkm', 'fiturbaru', 'google', 'googlechrome', 'playbook', 'netbook', 'laptop', 'laptopbaru', 'laptoplifestyle', 'lifestyle', 'schoollife', 'college']",smartcomputerindo ecatalogue makingindonesia smartpeople chromebook laptopbaru teknologibaru teknologiterkini wprkfromhome wfh ppkm fiturbaru google googlechrome playbook netbook laptop laptopbaru laptoplifestyle lifestyle schoollife college,Positif,positive,1.0
2021-08-16 15:02:49+00:00,@doyieish pacaran virtual #sedih #ppkm,semicheolon,depression,high,sedih,INDIVIDU_UMUM,LOW,"T:0, A:0",2,2021-08-16,2021,8,16,15,0,pacaran virtual sedih ppkm,"['pacaran', 'virtual', 'sedih', 'ppkm']",pacaran virtual sedih ppkm,Negatif,negative,1.0
2021-08-09 02:49:17+00:00,"Patroli PPKM Darurat, Polsek Matraman Temukan 9 Remaja Asyik Pesta Ganja dan Minuman Keras
 
https://t.co/TyCBo87RI2 lewat @wartakotalive #Jakarta #PPKM",wartakotalive,therapy,medium,,INDIVIDU_UMUM,LOW,"T:0, A:0",1,2021-08-09,2021,8,9,2,0,patroli ppkm darurat polsek matraman temukan remaja asyik pesta ganja dan minuman keras lewat jakarta ppkm,"['patroli', 'ppkm', 'darurat', 'polsek', 'matraman', 'temukan', 'remaja', 'asyik', 'pesta', 'ganja', 'dan', 'minuman', 'keras', 'lewat', 'jakarta', 'ppkm']",patroli ppkm darurat polsek matraman temukan remaja asyik pesta ganja dan minuman keras lewat jakarta ppkm,Positif,positive,1.0
2021-07-06 11:46:12+00:00,@RamliRizal Pak Presiden Kapan Mundur #PPKM ? ASAP,Alqadafie1,schizophrenia,medium,,REMAJA,MEDIUM,Indicators: pr,2,2021-07-06,2021,7,6,11,1,pak presiden kapan mundur ppkm asap,"['pak', 'presiden', 'kapan', 'mundur', 'ppkm', 'asap']",pak presiden kapan mundur ppkm asap,Negatif,negative,1.0
